[2018-01-04 07:33:23]	 ,                    GameCoreEvent::InfluenceGiven, 21.20 ms
[2018-01-04 07:33:23]	 ,                        LuaContext::CityStates, 14.62 ms
[2018-01-04 07:33:23]	 ,                    GameCoreEvent::InfluenceChanged, 14.87 ms
[2018-01-04 07:33:23]	 ,                        LuaContext::CityStates, 12.62 ms
[2018-01-04 07:33:23]	 ,                    GameCoreEvent::InfluenceGiven, 12.90 ms
[2018-01-04 07:33:23]	 ,                        LuaContext::CityStates, 11.94 ms
[2018-01-04 07:33:23]	 ,                    GameCoreEvent::InfluenceChanged, 12.37 ms
[2018-01-04 07:33:23]	 ,                Civ6App_PublishGameCoreEvents, 61.67 ms
[2018-01-04 07:33:23]	 ,----- FRAME: 14373 time: 79.91ms Moving avg: 24.03ms 460 frames since last 
[2018-01-04 07:33:25]	 ,                LuaContext::UnitPanel, 284.22 ms
[2018-01-04 07:33:25]	 ,            SerialEvent::UnitSelectionChanged, 284.70 ms
[2018-01-04 07:33:25]	 ,        Civ6App_PublishSerialEvents, 285.12 ms
[2018-01-04 07:33:25]	 ,    Civ6App_PublishEvents, 285.19 ms
[2018-01-04 07:33:25]	 ,        UIUpdateJob_Update, 215.78 ms
[2018-01-04 07:33:25]	 ,    Civ6App_UpdateFrame, 231.05 ms
[2018-01-04 07:33:25]	 ,----- FRAME: 14455 time: 516.45ms Moving avg: 30.66ms 83 frames since last 
[2018-01-04 07:33:25]	 ,                LuaContext::CityBannerManager, 8.00 ms
[2018-01-04 07:33:27]	 ,                LuaContext::TradeRouteChooser, 1574.96 ms
[2018-01-04 07:33:27]	 ,            SerialEvent::InterfaceModeChanged, 1583.50 ms
[2018-01-04 07:33:27]	 ,        Civ6App_PublishSerialEvents, 1583.53 ms
[2018-01-04 07:33:27]	 ,    Civ6App_PublishEvents, 1584.81 ms
[2018-01-04 07:33:27]	 ,----- FRAME: 14456 time: 1640.46ms Moving avg: 56.03ms 2 frames since last 
[2018-01-04 07:33:36]	 ,            LuaContext::CityBannerManager, 8.64 ms
[2018-01-04 07:33:36]	 ,        SerialEvent::InterfaceModeChanged, 9.50 ms
[2018-01-04 07:33:36]	 ,----- FRAME: 14640 time: 50.52ms Moving avg: 46.42ms 185 frames since last 
[2018-01-04 07:33:39]	 ,                ClutterContext_Update, 11.43 ms
[2018-01-04 07:33:39]	 ,----- FRAME: 14701 time: 73.14ms Moving avg: 46.86ms 62 frames since last 
[2018-01-04 07:33:39]	 ,                LuaContext::CityBannerManager, 5.68 ms
[2018-01-04 07:33:39]	 ,            GameCoreEvent::PlayerTurnActivated, 5.78 ms
[2018-01-04 07:33:39]	 ,                LuaContext::WorldTracker, 13.02 ms
[2018-01-04 07:33:39]	 ,                LuaContext::CivicsChooser, 63.31 ms
[2018-01-04 07:33:39]	 ,                LuaContext::ResearchChooser, 40.82 ms
[2018-01-04 07:33:39]	 ,            SerialEvent::GameCoreEventPublishComplete, 117.31 ms
[2018-01-04 07:33:39]	 ,        Civ6App_PublishGameCoreEvents, 124.22 ms
[2018-01-04 07:33:39]	 ,    Civ6App_PublishEvents, 125.37 ms
