Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
255, CIVILIZATION_VILNIUS, 1, 11, 65, 33, 5, 2, 0, 0, 17, 13, 327, 18, 9, 10, 22, 0, 14, 27, 17, 19, 1, 10, 10, 6
255, CIVILIZATION_HATTUSA, 1, 13, 65, 34, 3, 0, 0, 3, 14, 9, 204, 400, 14, 6, 26, 1, 2, 45, 14, 19, 2, 12, 18, 14
256, CIVILIZATION_KONGO, 18, 174, 58, 51, 9, 1, 0, 2, 459, 60, 13470, 1708, 195, 705, 900, 25, 439, 460, 459, 275, 46, 173, 336, 1026
256, CIVILIZATION_SUMERIA, 11, 169, 68, 51, 26, 4, 12, 3, 273, 114, 867, 4193, 378, 480, 1438, 68, 1010, 500, 273, 789, 56, 168, 91, 312
256, CIVILIZATION_NORWAY, 11, 153, 63, 41, 14, 0, 12, 2, 234, 78, 1620, 288, 190, 99, 1099, 76, 710, 483, 234, 397, 48, 152, 110, 202
256, CIVILIZATION_ENGLAND, 11, 194, 67, 48, 35, 12, 18, 24, 264, 125, 1538, 1832, 384, 141, 1561, 39, 955, 688, 264, 468, 53, 193, 183, 256
256, CIVILIZATION_FRANCE, 10, 164, 66, 51, 26, 5, 17, 27, 332, 113, 2635, 560, 194, 357, 1482, 220, 788, 525, 332, 508, 49, 163, 83, 462
256, CIVILIZATION_BRAZIL, 14, 183, 66, 51, 26, 1, 6, 5, 330, 108, 1442, 902, 225, 352, 1936, 120, 1037, 529, 330, 683, 67, 182, 78, 416
256, CIVILIZATION_ARABIA, 9, 130, 66, 48, 43, 23, 12, 18, 215, 81, 1235, 676, 223, 137, 1402, 199, 624, 394, 215, 560, 43, 129, 66, 340
256, CIVILIZATION_ZANZIBAR, 1, 13, 65, 33, 4, 2, 0, 1, 13, 10, 3077, 141, 10, 7, 69, 0, 15, 30, 13, 40, 2, 12, 18, 22
256, CIVILIZATION_BUENOS_AIRES, 1, 12, 64, 32, 4, 0, 0, 0, 14, 9, 17, 48, 11, 5, 19, 0, 4, 45, 14, 15, 1, 11, 0, 6
256, CIVILIZATION_NAN_MADOL, 1, 6, 64, 27, 0, 0, 0, 0, 18, 9, 79, 35, 5, 12, 16, 0, 10, 15, 18, 26, 2, 5, 8, 30
256, CIVILIZATION_PRESLAV, 1, 15, 62, 34, 2, 0, 0, 0, 19, 14, 105, 104, 8, 5, 9, 0, 5, 71, 19, 15, 1, 15, 0, 12
256, CIVILIZATION_LA_VENTA, 1, 14, 64, 33, 4, 1, 0, 0, 13, 9, 702, 2931, 13, 7, 23, 15, 9, 44, 13, 34, 2, 14, 20, 12
256, CIVILIZATION_JAKARTA, 1, 17, 65, 27, 2, 0, 0, 0, 13, 9, 118, 40, 9, 5, 22, 0, 2, 45, 13, 23, 1, 19, 0, 0
256, CIVILIZATION_VALLETTA, 1, 16, 64, 36, 3, 2, 1, 0, 15, 12, 590, 119, 11, 7, 19, 0, 2, 72, 15, 16, 1, 17, 28, 6
256, CIVILIZATION_AMSTERDAM, 1, 15, 61, 32, 4, 1, 0, 1, 16, 10, 2436, 243, 9, 5, 46, 2, 3, 64, 16, 20, 2, 15, 34, 6
256, CIVILIZATION_VILNIUS, 1, 11, 65, 33, 5, 2, 0, 0, 17, 13, 314, 18, 9, 10, 22, 0, 14, 27, 17, 19, 1, 10, 10, 6
256, CIVILIZATION_HATTUSA, 1, 13, 65, 34, 3, 0, 0, 3, 14, 9, 190, 401, 14, 6, 26, 1, 2, 45, 14, 19, 2, 12, 18, 14
257, CIVILIZATION_KONGO, 19, 175, 58, 51, 9, 1, 0, 2, 477, 61, 10497, 1733, 198, 700, 917, 25, 444, 470, 477, 276, 46, 174, 354, 1034
257, CIVILIZATION_SUMERIA, 11, 170, 68, 51, 27, 4, 13, 3, 274, 114, 1347, 4259, 367, 463, 1567, 65, 984, 500, 274, 789, 56, 169, 91, 306
257, CIVILIZATION_NORWAY, 11, 153, 63, 41, 14, 0, 12, 2, 236, 79, 1663, 363, 190, 99, 1115, 74, 703, 481, 236, 400, 48, 152, 104, 202
257, CIVILIZATION_ENGLAND, 11, 194, 67, 49, 36, 12, 19, 24, 265, 126, 1960, 1872, 384, 141, 1549, 39, 952, 697, 265, 468, 53, 193, 179, 256
257, CIVILIZATION_FRANCE, 10, 165, 66, 51, 25, 5, 17, 29, 333, 113, 617, 782, 195, 360, 1476, 223, 777, 527, 333, 510, 50, 164, 75, 456
257, CIVILIZATION_BRAZIL, 14, 183, 67, 51, 26, 1, 6, 5, 331, 109, 2078, 1022, 225, 352, 1936, 120, 1031, 526, 331, 683, 67, 182, 71, 416
257, CIVILIZATION_ARABIA, 9, 131, 66, 48, 43, 23, 12, 18, 215, 81, 1888, 616, 224, 137, 1397, 200, 616, 396, 215, 560, 43, 130, 60, 346
257, CIVILIZATION_ZANZIBAR, 1, 13, 65, 33, 4, 2, 0, 1, 13, 10, 3109, 142, 10, 7, 69, 0, 15, 30, 13, 40, 2, 12, 18, 22
257, CIVILIZATION_BUENOS_AIRES, 1, 12, 64, 32, 4, 0, 0, 0, 14, 9, 14, 48, 11, 5, 19, 0, 4, 45, 14, 15, 1, 11, 0, 6
257, CIVILIZATION_NAN_MADOL, 1, 7, 65, 27, 0, 0, 0, 0, 18, 9, 86, 35, 6, 12, 18, 0, 17, 13, 18, 26, 2, 6, 8, 30
257, CIVILIZATION_PRESLAV, 1, 15, 63, 35, 1, 1, 0, 0, 19, 14, 106, 104, 8, 5, 9, 0, 5, 71, 19, 15, 1, 15, 0, 12
257, CIVILIZATION_LA_VENTA, 1, 14, 64, 33, 4, 1, 0, 0, 13, 9, 708, 2946, 13, 7, 23, 15, 9, 44, 13, 34, 2, 14, 20, 12
257, CIVILIZATION_JAKARTA, 1, 17, 65, 27, 2, 0, 0, 0, 13, 9, 125, 40, 9, 5, 22, 0, 2, 45, 13, 23, 1, 19, 0, 0
257, CIVILIZATION_VALLETTA, 1, 16, 64, 36, 3, 2, 1, 0, 15, 12, 588, 119, 11, 7, 19, 0, 2, 72, 15, 16, 1, 17, 28, 6
257, CIVILIZATION_AMSTERDAM, 1, 15, 61, 32, 4, 1, 0, 1, 16, 10, 2462, 246, 9, 5, 46, 2, 3, 64, 16, 20, 2, 15, 34, 6
257, CIVILIZATION_VILNIUS, 1, 11, 66, 33, 5, 2, 0, 0, 17, 13, 297, 18, 9, 13, 22, 0, 14, 27, 17, 23, 1, 10, 10, 6
257, CIVILIZATION_HATTUSA, 1, 13, 65, 34, 3, 0, 0, 3, 15, 9, 176, 402, 12, 6, 27, 1, 2, 49, 15, 19, 2, 12, 18, 14
258, CIVILIZATION_KONGO, 19, 176, 58, 51, 9, 1, 0, 2, 480, 64, 11100, 1758, 198, 702, 917, 25, 445, 472, 480, 276, 47, 175, 354, 1034
258, CIVILIZATION_SUMERIA, 11, 171, 68, 51, 29, 4, 14, 3, 274, 114, 1909, 4316, 380, 494, 1443, 56, 1005, 498, 274, 789, 56, 170, 85, 292
258, CIVILIZATION_NORWAY, 11, 153, 64, 41, 14, 0, 12, 2, 237, 80, 2260, 197, 192, 99, 1115, 75, 737, 484, 237, 403, 48, 152, 110, 202
258, CIVILIZATION_ENGLAND, 11, 195, 67, 49, 35, 13, 19, 26, 266, 126, 557, 1911, 385, 141, 1557, 39, 971, 707, 266, 468, 53, 194, 197, 256
258, CIVILIZATION_FRANCE, 10, 168, 66, 51, 25, 5, 17, 29, 333, 113, 843, 534, 198, 364, 1488, 226, 788, 538, 333, 510, 51, 167, 83, 450
258, CIVILIZATION_BRAZIL, 14, 184, 67, 51, 27, 1, 7, 6, 331, 109, 1295, 1143, 226, 357, 1947, 120, 1001, 531, 331, 687, 67, 183, 70, 422
258, CIVILIZATION_ARABIA, 9, 133, 66, 48, 42, 22, 13, 17, 215, 81, 2241, 817, 227, 143, 1399, 198, 624, 396, 215, 561, 43, 132, 66, 346
258, CIVILIZATION_ZANZIBAR, 1, 13, 66, 33, 4, 2, 0, 1, 13, 10, 3140, 142, 10, 7, 69, 0, 15, 30, 13, 40, 2, 12, 18, 22
258, CIVILIZATION_BUENOS_AIRES, 1, 12, 65, 32, 4, 0, 0, 0, 14, 9, 10, 48, 11, 5, 19, 0, 4, 45, 14, 15, 1, 11, 0, 6
258, CIVILIZATION_NAN_MADOL, 1, 7, 66, 27, 0, 0, 0, 0, 18, 9, 92, 35, 6, 12, 16, 0, 13, 16, 18, 26, 2, 6, 8, 30
258, CIVILIZATION_PRESLAV, 1, 15, 64, 35, 1, 1, 0, 0, 19, 14, 106, 104, 8, 5, 9, 0, 5, 72, 19, 15, 1, 15, 0, 12
258, CIVILIZATION_LA_VENTA, 1, 14, 65, 33, 4, 1, 0, 0, 13, 9, 714, 2961, 13, 7, 23, 15, 9, 44, 13, 34, 2, 14, 20, 12
258, CIVILIZATION_JAKARTA, 1, 17, 66, 27, 2, 0, 0, 0, 13, 9, 131, 40, 9, 5, 22, 0, 2, 45, 13, 23, 1, 19, 0, 0
258, CIVILIZATION_VALLETTA, 1, 16, 65, 36, 3, 2, 1, 0, 15, 12, 586, 120, 11, 7, 19, 0, 2, 72, 15, 16, 1, 17, 28, 6
258, CIVILIZATION_AMSTERDAM, 1, 15, 62, 32, 4, 1, 0, 1, 16, 10, 2489, 249, 9, 5, 46, 2, 3, 64, 16, 20, 2, 15, 34, 6
258, CIVILIZATION_VILNIUS, 1, 11, 66, 33, 5, 2, 0, 0, 17, 13, 281, 18, 9, 13, 22, 0, 14, 27, 17, 23, 1, 10, 10, 6
258, CIVILIZATION_HATTUSA, 1, 13, 66, 34, 3, 0, 0, 3, 15, 10, 164, 404, 12, 6, 28, 1, 2, 51, 15, 19, 2, 12, 18, 14
259, CIVILIZATION_KONGO, 19, 178, 59, 51, 9, 1, 0, 2, 483, 65, 11679, 1783, 199, 702, 918, 25, 445, 494, 483, 277, 47, 177, 354, 1034
259, CIVILIZATION_SUMERIA, 11, 171, 68, 51, 29, 4, 14, 3, 274, 113, 952, 4002, 380, 498, 1443, 56, 999, 492, 274, 791, 57, 170, 84, 292
259, CIVILIZATION_NORWAY, 11, 156, 64, 41, 15, 0, 12, 2, 237, 80, 1156, 271, 194, 99, 1106, 73, 729, 487, 237, 403, 48, 155, 110, 202
259, CIVILIZATION_ENGLAND, 11, 196, 67, 49, 35, 13, 19, 26, 267, 126, 943, 1950, 384, 140, 1531, 38, 965, 707, 267, 470, 53, 195, 170, 256
259, CIVILIZATION_FRANCE, 10, 170, 67, 51, 25, 5, 17, 29, 333, 113, 990, 749, 189, 358, 1632, 214, 780, 537, 333, 513, 51, 169, 77, 450
259, CIVILIZATION_BRAZIL, 14, 185, 67, 51, 28, 1, 7, 7, 332, 109, 2473, 1264, 227, 357, 1901, 120, 974, 540, 332, 687, 67, 184, 75, 422
259, CIVILIZATION_ARABIA, 9, 132, 66, 48, 42, 22, 13, 17, 215, 80, 1918, 679, 229, 139, 1413, 201, 620, 391, 215, 561, 44, 131, 59, 346
259, CIVILIZATION_ZANZIBAR, 1, 13, 66, 33, 4, 2, 0, 1, 13, 10, 3171, 143, 10, 7, 69, 0, 15, 30, 13, 40, 2, 12, 18, 22
259, CIVILIZATION_BUENOS_AIRES, 1, 12, 66, 32, 4, 0, 0, 0, 14, 9, 7, 48, 11, 5, 19, 0, 4, 46, 14, 15, 1, 11, 0, 6
259, CIVILIZATION_NAN_MADOL, 1, 7, 66, 27, 0, 0, 0, 0, 18, 9, 99, 35, 6, 12, 18, 0, 17, 13, 18, 26, 2, 6, 8, 30
259, CIVILIZATION_PRESLAV, 1, 15, 65, 35, 1, 1, 0, 0, 19, 14, 107, 104, 8, 5, 9, 0, 5, 72, 19, 15, 1, 15, 0, 12
259, CIVILIZATION_LA_VENTA, 1, 14, 66, 33, 4, 1, 0, 0, 13, 9, 694, 2975, 13, 6, 13, 13, 8, 44, 13, 35, 2, 13, 0, 12
259, CIVILIZATION_JAKARTA, 1, 17, 66, 27, 2, 0, 0, 0, 13, 9, 137, 40, 9, 5, 22, 0, 2, 45, 13, 23, 1, 19, 0, 0
259, CIVILIZATION_VALLETTA, 1, 16, 66, 36, 3, 2, 1, 0, 15, 12, 584, 121, 11, 7, 19, 0, 2, 72, 15, 16, 1, 17, 28, 6
259, CIVILIZATION_AMSTERDAM, 1, 15, 63, 32, 4, 1, 0, 1, 16, 10, 2515, 251, 9, 5, 46, 2, 3, 64, 16, 20, 2, 15, 34, 6
259, CIVILIZATION_VILNIUS, 1, 11, 66, 33, 5, 2, 0, 0, 17, 13, 264, 18, 9, 13, 22, 0, 14, 27, 17, 23, 1, 10, 10, 6
259, CIVILIZATION_HATTUSA, 1, 13, 66, 34, 3, 0, 0, 3, 15, 10, 151, 405, 12, 6, 28, 1, 2, 51, 15, 19, 2, 12, 18, 14
260, CIVILIZATION_KONGO, 19, 179, 59, 51, 9, 1, 0, 2, 484, 66, 13078, 1809, 201, 709, 925, 25, 451, 493, 484, 277, 47, 178, 354, 1034
260, CIVILIZATION_SUMERIA, 11, 171, 68, 51, 29, 4, 14, 3, 274, 112, 669, 4059, 380, 498, 1443, 56, 995, 495, 274, 791, 58, 170, 94, 292
260, CIVILIZATION_NORWAY, 11, 157, 64, 42, 15, 0, 12, 2, 237, 80, 1778, 345, 235, 101, 1146, 73, 781, 487, 237, 403, 48, 156, 155, 202
260, CIVILIZATION_ENGLAND, 11, 196, 67, 49, 36, 13, 19, 26, 267, 126, 507, 1990, 384, 140, 1572, 39, 979, 708, 267, 470, 53, 195, 200, 256
260, CIVILIZATION_FRANCE, 10, 170, 67, 51, 25, 5, 17, 29, 335, 114, 1072, 479, 189, 358, 1632, 214, 776, 539, 335, 516, 51, 169, 74, 450
260, CIVILIZATION_BRAZIL, 14, 185, 67, 51, 28, 1, 7, 7, 332, 111, 1761, 1384, 227, 357, 1899, 120, 974, 542, 332, 687, 67, 184, 70, 422
260, CIVILIZATION_ARABIA, 9, 133, 66, 48, 42, 22, 13, 19, 216, 81, 2076, 495, 231, 146, 1416, 201, 607, 391, 216, 563, 44, 132, 52, 346
260, CIVILIZATION_ZANZIBAR, 1, 13, 66, 33, 4, 2, 0, 1, 13, 10, 3203, 144, 10, 7, 69, 0, 15, 30, 13, 40, 2, 12, 18, 22
260, CIVILIZATION_BUENOS_AIRES, 1, 12, 66, 32, 3, 0, 0, 0, 14, 9, 8, 48, 11, 5, 19, 0, 4, 46, 14, 15, 1, 11, 0, 6
260, CIVILIZATION_NAN_MADOL, 1, 7, 66, 27, 0, 0, 0, 0, 18, 9, 104, 35, 6, 12, 16, 0, 13, 16, 18, 26, 2, 6, 8, 30
260, CIVILIZATION_PRESLAV, 1, 15, 66, 35, 1, 1, 0, 0, 19, 14, 109, 104, 8, 5, 10, 0, 5, 72, 19, 15, 1, 15, 0, 12
260, CIVILIZATION_LA_VENTA, 1, 14, 66, 33, 4, 1, 0, 0, 13, 9, 696, 2990, 14, 7, 26, 15, 9, 44, 13, 35, 2, 13, 20, 12
260, CIVILIZATION_JAKARTA, 1, 17, 66, 27, 2, 0, 0, 0, 13, 9, 143, 40, 9, 5, 22, 0, 2, 45, 13, 23, 1, 19, 0, 0
260, CIVILIZATION_VALLETTA, 1, 16, 66, 36, 3, 2, 1, 0, 15, 12, 570, 122, 11, 7, 19, 0, 2, 72, 15, 16, 1, 17, 28, 6
260, CIVILIZATION_AMSTERDAM, 1, 15, 64, 33, 4, 1, 0, 1, 16, 10, 2531, 253, 9, 5, 36, 1, 2, 64, 16, 20, 2, 15, 16, 6
260, CIVILIZATION_VILNIUS, 1, 11, 66, 33, 5, 2, 0, 0, 17, 13, 248, 18, 9, 13, 22, 0, 14, 27, 17, 23, 1, 10, 10, 6
260, CIVILIZATION_HATTUSA, 1, 13, 66, 34, 3, 0, 0, 3, 15, 10, 139, 407, 12, 6, 28, 1, 2, 51, 15, 19, 2, 12, 18, 14
261, CIVILIZATION_KONGO, 19, 179, 60, 51, 9, 1, 0, 2, 488, 68, 9515, 1835, 207, 727, 970, 26, 465, 497, 488, 289, 47, 178, 354, 1034
261, CIVILIZATION_SUMERIA, 11, 172, 68, 51, 29, 4, 14, 3, 275, 113, 927, 4114, 369, 488, 1567, 54, 962, 494, 275, 793, 58, 171, 86, 292
261, CIVILIZATION_NORWAY, 11, 157, 64, 42, 16, 0, 12, 2, 238, 80, 694, 167, 235, 101, 1146, 71, 781, 487, 238, 403, 48, 156, 155, 202
261, CIVILIZATION_ENGLAND, 11, 196, 67, 49, 37, 13, 20, 25, 267, 126, 920, 2029, 384, 140, 1572, 39, 968, 708, 267, 470, 53, 195, 200, 256
261, CIVILIZATION_FRANCE, 10, 171, 67, 51, 25, 5, 17, 29, 335, 113, 1323, 702, 194, 362, 1623, 223, 771, 541, 335, 516, 51, 170, 83, 456
261, CIVILIZATION_BRAZIL, 14, 185, 67, 51, 30, 1, 8, 8, 333, 111, 1634, 1505, 227, 357, 1899, 120, 940, 544, 333, 687, 67, 184, 74, 422
261, CIVILIZATION_ARABIA, 9, 132, 67, 48, 42, 22, 13, 19, 216, 81, 2441, 697, 230, 139, 1415, 201, 610, 393, 216, 563, 44, 131, 54, 346
261, CIVILIZATION_ZANZIBAR, 1, 13, 66, 33, 4, 2, 0, 1, 13, 10, 3234, 145, 10, 7, 69, 0, 15, 30, 13, 40, 2, 12, 18, 22
261, CIVILIZATION_BUENOS_AIRES, 1, 12, 66, 32, 3, 0, 0, 0, 14, 9, 9, 48, 11, 5, 19, 0, 4, 46, 14, 15, 1, 11, 0, 6
261, CIVILIZATION_NAN_MADOL, 1, 7, 66, 27, 0, 0, 0, 0, 18, 9, 111, 35, 6, 12, 18, 0, 17, 13, 18, 26, 2, 6, 8, 30
261, CIVILIZATION_PRESLAV, 1, 15, 66, 35, 1, 1, 0, 0, 19, 14, 110, 104, 8, 5, 10, 0, 5, 72, 19, 15, 1, 15, 0, 12
261, CIVILIZATION_LA_VENTA, 1, 14, 66, 33, 4, 1, 0, 0, 13, 9, 698, 3005, 14, 7, 26, 15, 9, 44, 13, 35, 2, 13, 20, 12
261, CIVILIZATION_JAKARTA, 1, 17, 66, 27, 2, 0, 0, 0, 13, 9, 149, 40, 9, 5, 22, 0, 2, 45, 13, 23, 1, 19, 0, 0
261, CIVILIZATION_VALLETTA, 1, 16, 66, 36, 3, 2, 1, 0, 15, 12, 566, 122, 11, 7, 19, 0, 2, 72, 15, 16, 1, 17, 28, 6
261, CIVILIZATION_AMSTERDAM, 1, 15, 65, 33, 4, 1, 0, 1, 16, 10, 2557, 256, 9, 5, 46, 2, 3, 64, 16, 20, 2, 15, 34, 6
261, CIVILIZATION_VILNIUS, 1, 11, 66, 33, 5, 2, 0, 0, 17, 13, 231, 18, 9, 13, 22, 0, 14, 27, 17, 23, 1, 10, 10, 6
261, CIVILIZATION_HATTUSA, 1, 13, 66, 34, 3, 0, 0, 3, 15, 10, 127, 408, 12, 6, 28, 1, 2, 51, 15, 19, 2, 12, 18, 14
262, CIVILIZATION_KONGO, 19, 182, 60, 51, 9, 1, 0, 2, 490, 70, 10152, 1861, 212, 731, 985, 26, 473, 509, 490, 289, 47, 181, 354, 1034
262, CIVILIZATION_SUMERIA, 11, 174, 68, 51, 28, 5, 14, 3, 276, 112, 1473, 4174, 371, 498, 1567, 60, 958, 488, 276, 797, 58, 173, 75, 298
262, CIVILIZATION_NORWAY, 11, 158, 64, 42, 16, 0, 12, 2, 238, 80, 1342, 241, 237, 103, 1141, 73, 770, 483, 238, 403, 48, 157, 139, 202
262, CIVILIZATION_ENGLAND, 11, 198, 67, 49, 38, 13, 21, 25, 269, 126, 1322, 2069, 387, 141, 1574, 39, 972, 710, 269, 470, 53, 197, 200, 256
262, CIVILIZATION_FRANCE, 10, 171, 67, 51, 25, 5, 17, 29, 336, 113, 1574, 505, 194, 357, 1623, 223, 767, 538, 336, 518, 51, 170, 76, 450
262, CIVILIZATION_BRAZIL, 14, 188, 67, 51, 30, 1, 8, 7, 333, 109, 1548, 1624, 227, 353, 1677, 121, 906, 586, 333, 673, 67, 187, 126, 422
262, CIVILIZATION_ARABIA, 9, 133, 67, 48, 42, 22, 13, 22, 216, 81, 1246, 633, 231, 146, 1418, 201, 614, 396, 216, 563, 44, 132, 66, 346
262, CIVILIZATION_ZANZIBAR, 1, 13, 66, 33, 4, 2, 0, 1, 13, 10, 3265, 146, 10, 7, 69, 0, 15, 31, 13, 40, 2, 12, 18, 22
262, CIVILIZATION_BUENOS_AIRES, 1, 12, 66, 33, 3, 0, 0, 0, 14, 9, 10, 48, 11, 5, 19, 0, 4, 46, 14, 15, 1, 11, 0, 6
262, CIVILIZATION_NAN_MADOL, 1, 7, 66, 27, 0, 0, 0, 0, 18, 9, 116, 35, 6, 12, 16, 0, 13, 16, 18, 26, 2, 6, 8, 30
262, CIVILIZATION_PRESLAV, 1, 15, 66, 35, 1, 1, 0, 0, 19, 14, 112, 104, 8, 5, 10, 0, 5, 72, 19, 15, 1, 15, 0, 12
262, CIVILIZATION_LA_VENTA, 1, 14, 66, 33, 4, 1, 0, 0, 13, 9, 700, 3021, 14, 7, 26, 15, 9, 44, 13, 35, 2, 13, 20, 12
262, CIVILIZATION_JAKARTA, 1, 17, 66, 27, 2, 0, 0, 0, 13, 9, 155, 40, 9, 5, 22, 0, 2, 46, 13, 23, 1, 19, 0, 0
262, CIVILIZATION_VALLETTA, 1, 16, 66, 36, 3, 2, 1, 0, 15, 12, 562, 123, 11, 7, 19, 0, 2, 72, 15, 16, 1, 17, 28, 6
262, CIVILIZATION_AMSTERDAM, 1, 15, 66, 33, 4, 1, 0, 1, 16, 10, 2584, 258, 9, 5, 46, 2, 3, 64, 16, 20, 2, 15, 34, 6
262, CIVILIZATION_VILNIUS, 1, 11, 66, 33, 5, 2, 0, 0, 17, 13, 215, 18, 9, 13, 22, 0, 14, 27, 17, 23, 1, 10, 10, 6
262, CIVILIZATION_HATTUSA, 1, 13, 66, 34, 3, 0, 0, 3, 15, 10, 115, 409, 12, 6, 28, 1, 2, 51, 15, 19, 2, 12, 18, 14
263, CIVILIZATION_KONGO, 19, 183, 60, 51, 9, 1, 0, 2, 492, 71, 10795, 1889, 214, 737, 1003, 27, 476, 509, 492, 294, 47, 182, 354, 1034
263, CIVILIZATION_SUMERIA, 11, 174, 68, 51, 28, 5, 14, 3, 276, 112, 2030, 4235, 371, 502, 1573, 60, 975, 491, 276, 797, 58, 173, 87, 304
263, CIVILIZATION_NORWAY, 11, 159, 64, 42, 17, 0, 12, 2, 239, 80, 1753, 311, 232, 100, 1132, 70, 758, 489, 239, 403, 48, 158, 155, 202
263, CIVILIZATION_ENGLAND, 11, 198, 67, 49, 37, 13, 21, 25, 271, 126, 1699, 2109, 380, 137, 1510, 39, 948, 710, 271, 470, 53, 197, 172, 256
263, CIVILIZATION_FRANCE, 10, 171, 67, 51, 25, 5, 17, 30, 336, 114, 2444, 731, 196, 363, 1645, 225, 762, 543, 336, 518, 51, 170, 97, 450
263, CIVILIZATION_BRAZIL, 14, 191, 67, 51, 28, 1, 8, 6, 333, 109, 2162, 1745, 231, 347, 1640, 117, 900, 575, 333, 669, 67, 190, 115, 422
263, CIVILIZATION_ARABIA, 9, 132, 67, 48, 42, 22, 13, 22, 216, 80, 1867, 835, 230, 139, 1413, 201, 614, 393, 216, 563, 44, 131, 66, 346
263, CIVILIZATION_ZANZIBAR, 1, 13, 66, 33, 4, 2, 0, 1, 13, 10, 3296, 147, 10, 7, 69, 0, 15, 31, 13, 40, 2, 12, 18, 22
263, CIVILIZATION_BUENOS_AIRES, 1, 12, 66, 33, 3, 0, 0, 0, 14, 9, 10, 48, 11, 5, 19, 0, 4, 46, 14, 15, 1, 11, 0, 6
263, CIVILIZATION_NAN_MADOL, 1, 7, 66, 27, 0, 0, 0, 0, 18, 9, 123, 35, 6, 12, 18, 0, 17, 13, 18, 26, 2, 6, 8, 30
263, CIVILIZATION_PRESLAV, 1, 15, 66, 35, 1, 1, 0, 0, 19, 14, 112, 104, 8, 5, 10, 0, 5, 72, 19, 16, 1, 15, 0, 12
263, CIVILIZATION_LA_VENTA, 1, 15, 66, 34, 4, 1, 0, 0, 13, 9, 697, 3032, 11, 5, 20, 11, 4, 44, 13, 35, 2, 15, 20, 12
263, CIVILIZATION_JAKARTA, 1, 17, 66, 27, 2, 0, 0, 0, 13, 9, 161, 40, 9, 5, 22, 0, 2, 46, 13, 23, 1, 19, 0, 0
263, CIVILIZATION_VALLETTA, 1, 16, 66, 36, 3, 2, 1, 0, 15, 12, 552, 123, 9, 6, 13, 0, 2, 72, 15, 16, 1, 17, 14, 6
263, CIVILIZATION_AMSTERDAM, 1, 15, 66, 33, 4, 1, 0, 2, 16, 10, 783, 261, 9, 5, 46, 2, 3, 64, 16, 20, 2, 15, 34, 6
263, CIVILIZATION_VILNIUS, 1, 11, 66, 33, 5, 2, 0, 0, 17, 13, 198, 18, 9, 13, 22, 0, 14, 27, 17, 23, 1, 10, 10, 6
263, CIVILIZATION_HATTUSA, 1, 13, 66, 34, 3, 0, 0, 3, 15, 10, 95, 410, 11, 4, 21, 0, 2, 50, 15, 19, 2, 12, 0, 14
264, CIVILIZATION_KONGO, 19, 184, 61, 51, 9, 1, 0, 2, 494, 71, 10740, 1916, 219, 765, 1020, 27, 486, 511, 494, 298, 48, 183, 354, 1046
264, CIVILIZATION_SUMERIA, 11, 175, 68, 51, 30, 5, 15, 3, 276, 113, 828, 4295, 372, 482, 1652, 60, 977, 495, 276, 797, 58, 174, 89, 274
264, CIVILIZATION_NORWAY, 11, 160, 65, 42, 18, 0, 12, 2, 239, 79, 640, 172, 238, 105, 1137, 70, 761, 484, 239, 403, 48, 159, 146, 202
264, CIVILIZATION_ENGLAND, 11, 200, 67, 49, 33, 12, 19, 25, 271, 125, 2037, 2146, 372, 133, 1441, 35, 923, 708, 271, 473, 53, 199, 132, 254
264, CIVILIZATION_FRANCE, 10, 173, 67, 51, 25, 5, 17, 31, 336, 113, 1670, 524, 198, 340, 1708, 228, 751, 543, 336, 518, 51, 172, 97, 408
264, CIVILIZATION_BRAZIL, 14, 191, 67, 51, 27, 1, 9, 6, 334, 109, 1326, 1413, 229, 345, 1612, 116, 892, 567, 334, 663, 67, 190, 104, 422
264, CIVILIZATION_ARABIA, 9, 133, 67, 48, 41, 22, 12, 22, 216, 80, 724, 681, 228, 143, 1395, 195, 605, 396, 216, 563, 44, 132, 66, 346
264, CIVILIZATION_ZANZIBAR, 1, 13, 66, 33, 4, 2, 0, 1, 13, 9, 3323, 148, 10, 7, 64, 0, 15, 31, 13, 40, 2, 12, 18, 12
264, CIVILIZATION_BUENOS_AIRES, 1, 12, 66, 33, 1, 0, 0, 0, 14, 9, 27, 48, 11, 5, 19, 0, 4, 46, 14, 15, 1, 11, 0, 6
264, CIVILIZATION_NAN_MADOL, 1, 7, 66, 27, 0, 0, 0, 0, 18, 9, 128, 35, 6, 12, 16, 0, 13, 16, 18, 26, 2, 6, 8, 30
264, CIVILIZATION_PRESLAV, 1, 15, 66, 35, 1, 1, 0, 0, 19, 14, 245, 104, 8, 5, 10, 0, 5, 72, 19, 16, 1, 15, 0, 12
264, CIVILIZATION_LA_VENTA, 1, 15, 66, 34, 4, 1, 0, 0, 13, 9, 693, 3044, 11, 5, 19, 11, 4, 44, 13, 35, 2, 15, 20, 12
264, CIVILIZATION_JAKARTA, 1, 17, 66, 27, 2, 0, 0, 0, 13, 9, 167, 40, 9, 5, 22, 0, 2, 46, 13, 23, 1, 19, 0, 0
